Name,Address,Latitude,Longitude,Category,Wardname,Ownership,LGAname,Wardcode,Func_Stats,Source,Alt_Name
Garta Kassa Health Center,"Zerarva, Michika, Adamawa, Nigeria",10.66113,13.50002,Primary Health Center,Garta,Others,Michika,ADSMCH03,Unknown,eHA Polio,
Kankilia Health Post,"Tudun Wada, Michika, Adamawa, Nigeria",10.60898,13.28419,Dispensary,Jigalambu,National Primary Healthcare Development Agency,Michika,ADSMCH04,Unknown,eHA Polio,
Bakin Kasuwa Primary Health Center,"Michika, Adamawa, Nigeria",10.61999,13.39003,Primary Health Center,Michika 1,Others,Michika,ADSMCH06,Unknown,eHA Polio,
Kofan Sarki Primary Health Center,"A13, Jidil, Michika, Adamawa, Nigeria",10.61525,13.3878,Primary Health Center,Michika 1,Others,Michika,ADSMCH06,Functional,eHA Polio,
Michika General Hospital,"Michika, Adamawa, Nigeria",10.64022,13.3829,General Hospital,Michika 2,Others,Michika,ADSMCH07,Unknown,eHA Polio,
Dlaka Health Center Michika,"Michika, Adamawa, Nigeria",10.61626,13.42018,Primary Health Center,Moda / Dlaka,Others,Michika,ADSMCH08,Functional,eHA Polio,
Pathla Primary Health Care,"Kafa, Michika, Adamawa, Nigeria",10.60441,13.40209,Primary Health Center,Munkavachitta,Others,Michika,ADSMCH09,Unknown,eHA Polio,
Liddle Health Post,"Minkis, Michika, Adamawa, Nigeria",10.63063,13.42982,Dispensary,Ninkisi / Wuro Ngiki,Others,Michika,ADSMCH10,Unknown,eHA Polio,
Kwantsube Maternity,"Nyibiri, Michika, Adamawa, Nigeria",10.58777,13.51793,Maternity Home,Sina Kamale,Others,Michika,ADSMCH11,Unknown,eHA Polio,
Sina Mala Dispensary,"Sina Mala, Michika, Adamawa, Nigeria",10.5169,13.52035,Dispensary,Sina Kamale,Others,Michika,ADSMCH11,Unknown,eHA Polio,
Shonogoli 1 Health Post,"Teungo, Adamawa, Nigeria",7.914255,11.69195,Dispensary,Kogin Baba 2,Others,Toungo,ADSTNG07,Unknown,eHA Polio,
Watsila Primary Health Center,"Bassa;Bazza, Michika, Adamawa, Nigeria",10.52678,13.32742,Primary Health Center,Tsukumu / Tilijo,National Primary Healthcare Development Agency,Michika,ADSMCH12,Unknown,eHA Polio,
Vih Health Clinic,"Warkanza, Michika, Adamawa, Nigeria",10.55558,13.38815,Primary Health Center,Vih / Boka,Others,Michika,ADSMCH14,Unknown,eHA Polio,Vih B Health Post
Shaffa Health Clinic,"Bassa;Bazza, Michika, Adamawa, Nigeria",10.51476266,13.34006359,Primary Health Center,Betso,Others,Mubi North,ADSMUB02,Unknown,eHA Polio,
Tsabo Primary Health Center,"Ldubam, Michika, Adamawa, Nigeria",10.51807,13.42813,Primary Health Center,Vih / Boka,Others,Michika,ADSMCH14,Unknown,eHA Polio,
Kara Zah Health Clinic,"Kurdi, Michika, Adamawa, Nigeria",10.43972,13.4462,Primary Health Center,Zah,Others,Michika,ADSMCH16,Unknown,eHA Polio,
Gulak Primary Health Center,"Gulak, Madagali, Adamawa, Nigeria",10.80340194,13.45585144,Primary Health Center,Gulak,Others,Madagali,ADSMDG03,Unknown,eHA Polio,
Suzuwa Primary Health Center,"Suzawa, Michika, Adamawa, Nigeria",10.4888,13.34532,Primary Health Center,Betso,State Primary Healthcare Development Agency,Mubi North,ADSMUB02,Unknown,eHA Polio,
Kirya Primary Health Center,,10.45978,13.36555,Primary Health Center,Mijilu,Others,Mubi North,ADSMUB07,Unknown,eHA Polio,Kiriya Health Clinic
Gurnuva Health Center,"Tumbicha, Mubi North, Adamawa, Nigeria",10.37326,13.45031,Primary Health Center,Muchalla,State Ministry of Health,Mubi North,ADSMUB08,Unknown,eHA Polio,
Adamawa State Primary Health Care,,10.26832,13.27074,Primary Health Center,Sabon Layi,Others,Mubi North,ADSMUB09,Unknown,eHA Polio,
New Market Primary Health Center,,10.27047,13.25051,Primary Health Center,Yelwa,Others,Mubi North,ADSMUB11,Functional,eHA Polio,
Mother of Mercy Primary Health Care Center Aleydeino,"Numan, Adamawa, Nigeria",9.460545,12.02955,Primary Health Center,Numan 1,Others,Numan,ADSNUM06,Functional,eHA Polio,
Gweda Mallam Primary Health Center,"Numan, Adamawa, Nigeria",9.452393,12.03088,Primary Health Center,Sabon Pegi,Others,Numan,ADSNUM09,Functional,eHA Polio,
Jimbo Health Center,"Shelleng, Adamawa, Nigeria",9.882267,12.13234,Primary Health Center,Bakta,Others,Shelleng,ADSSHG01,Functional,eHA Polio,
Pupah Health Post,,9.818958,12.16469,Dispensary,Bakta,Others,Shelleng,ADSSHG01,Functional,eHA Polio,
Barata Primary Health Care,"Shelleng, Adamawa, Nigeria",9.977092,12.03039,Primary Health Center,Ketembere,Others,Shelleng,ADSSHG06,Unknown,eHA Polio,
Dabewo Communty Society Development Agency Clinic,,10.01105,12.00721,Private Non Profit,Ketembere,Others,Shelleng,ADSSHG06,Unknown,eHA Polio,
Kiri Maternal and Child Health Clinic,"Kiri, Guyuk, Adamawa, Nigeria",9.683072,12.00381,Primary Health Center,Kiri,Others,Shelleng,ADSSHG07,Unknown,eHA Polio,
Kate Health Clinic,"Shelleng, Adamawa, Nigeria",9.707344,12.17545,Primary Health Center,Libbo,Others,Shelleng,ADSSHG08,Functional,eHA Polio,Kate Health Clinic
Tetek Primary Health Center,"Shelleng, Adamawa, Nigeria",9.942068,12.04502,Primary Health Center,Shelleng,Others,Shelleng,ADSSHG09,Functional,eHA Polio,
Gadam Primary Health Center,"Shellem, Shelleng, Adamawa, Nigeria",9.901601,12.0223,Primary Health Center,Shelleng,Others,Shelleng,ADSSHG09,Functional,eHA Polio,
Modibo Primary Health Center Shellenge,"Shellem, Shelleng, Adamawa, Nigeria",9.880731,12.0306,Primary Health Center,Shelleng,Others,Shelleng,ADSSHG09,Unknown,eHA Polio,
Unguwar Mohd Health Post,"Shelleng, Adamawa, Nigeria",9.773065,12.05463,Dispensary,Talum,Others,Shelleng,ADSSHG10,Unknown,eHA Polio,
Gum A Primary Health Center,,7.768563,11.65549,Primary Health Center,Gumti,Others,Toungo,ADSTNG03,Unknown,eHA Polio,
Lainde Chitte Health Post,,8.118167,12.10082,Dispensary,Toungo 2,Others,Toungo,ADSTNG09,Unknown,eHA Polio,
Basira Clinic and Maternity,"Mubi, Mubi North, Adamawa, Nigeria",10.27231,13.24366,Maternity Home,Yelwa,Others,Mubi North,ADSMUB11,Unknown,eHA Polio,
Matawa Clinic and Maternity Michika,"Michika, Adamawa, Nigeria",10.62619,13.38728,Maternity Home,Michika 2,Others,Michika,ADSMCH07,Unknown,eHA Polio,
Kwaghe Barka Clinic,"Watu, Michika, Adamawa, Nigeria",10.60606,13.36559,Private Non Profit,Madzi,Others,Michika,ADSMCH05,Unknown,eHA Polio,
Tashewa Maternity,"Shelleng, Adamawa, Nigeria",10.28735,12.30556,Maternity Home,Garkida,National Primary Healthcare Development Agency,Gombi,ADSGMB05,Unknown,eHA Polio,
Dambara Clinic,"A8, Teungo, Adamawa, Nigeria",7.90831,11.59482,Private Non Profit,Kogin Baba 2,Others,Toungo,ADSTNG07,Unknown,eHA Polio,
Ganye Primary Health Center,"Ganye, Adamawa, Nigeria",8.44286071,12.10718014,Primary Health Center,Ganye 2,Others,Ganye,ADSGAN04,Unknown,eHA Polio,
Gwyawana Primary Health Center,"Gyawana Maternity Clinic, A345, Lafia, Larmurde, Adamawa, Nigeria",9.569483093,11.8817916,Primary Health Center,Gyawana,State Primary Healthcare Development Agency,Lamurde,ADSLMR02,Functional,eHA Polio,
Gadabawa Health Center,"Jimeta, Yola South, Adamawa, 640221, Nigeria",9.27752,12.45293,Primary Health Center,Alkalawa,Others,Yola North,ADSYLN02,Unknown,eHA Polio,
Chanrai Memorial Hospital,"Yola North, Adamawa, Nigeria",9.31485,12.23069,Private Non Profit,Yolde Kohi,Private,Yola South,ADSYLA11,Unknown,eHA Polio,
Mayo Zamba Primary Health Center,"Gombi, Adamawa, Nigeria",10.18636,12.60371,Primary Health Center,Tawa,Others,Gombi,ADSGMB09,Functional,eHA Polio,
Mbororo Eyn Primary Health Center,"Mbororo, Michika, Adamawa, Nigeria",10.63648465,13.45033773,Private Non Profit,Ninkisi / Wuro Ngiki,Missions Religious,Michika,ADSMCH10,Functional,eHA Polio,
St Mariya Catholic Maternity,"Jigalambu, Michika, Adamawa, Nigeria",10.56878,13.3274,Maternity Home,Bazza Margi,Private,Michika,ADSMCH01,Unknown,eHA Polio,
Kilbawo Health Clinic,"Kilbawo Health Clinic, Jada, Adamawa, Nigeria",8.830915451,12.24458408,Primary Health Center,Mayo Kalaye,Others,Jada,ADSJAD08,Functional,eHA Polio,
Mbangan Tiren Health Post,"Mbangan Tiren Health Post, Lala, Jada, Adamawa, Nigeria",8.73558684,12.06531295,Dispensary,Mbullo,Others,Jada,ADSJAD09,Unknown,eHA Polio,
Wuro Bokki Health Post,"Wuro Bokki Health Post, A13, Dilpurtu, Hong, Adamawa, Nigeria",10.17814636,12.88518143,Dispensary,Daksiri,Others,Hong,ADSHNG02,Functional,eHA Polio,
Dashen Missionary Clinic,"dashen missionary clinic, A8, DasHEN, Jada, Adamawa, Nigeria",8.583369255,12.13596535,Private Non Profit,Nyibago,Others,Jada,ADSJAD10,Unknown,eHA Polio,
Model Primary Health Care Center,"A8, DasHEN, Jada, Adamawa, Nigeria",8.575708389,12.1349144,Primary Health Center,Nyibago,Others,Jada,ADSJAD10,Unknown,eHA Polio,
Saman Health Clinic,"Jada, Adamawa, Nigeria",8.487603188,12.03324795,Primary Health Center,Danaba,Others,Jada,ADSJAD01,Unknown,eHA Polio,Saman Health Post
Chibawuro Health Clinic,"Song, Adamawa, Nigeria",9.925178333,12.54295333,Primary Health Center,Gudu Mboi,Others,Song,ADSSNG03,Unknown,eHA Polio,
Gewan Primary Health Center,"Song, Adamawa, Nigeria",9.66552788,12.50203018,Primary Health Center,Song Waje,State Ministry of Health,Song,ADSSNG08,Unknown,eHA Polio,
Kesure Primary Health Center,,10.01475126,12.55820512,Primary Health Center,Sigire,State Primary Healthcare Development Agency,Song,ADSSNG06,Unknown,eHA Polio,
Gettado Health Post,"Jada, Adamawa, Nigeria",8.76605535,12.22280933,Dispensary,Jada 2,Others,Jada,ADSJAD03,Unknown,eHA Polio,
Wuro Yarima Health Clinic,"Jada, Adamawa, Nigeria",8.74215433,12.17127309,Primary Health Center,Jada 1,Others,Jada,ADSJAD02,Unknown,eHA Polio,
Bello Petel Health Clinic,"Bello Petel Health Clinic, Ganye - Jimeta Federal Road, Bakari Goso, Jada, Adamawa, Nigeria",8.524338722,12.35545635,Primary Health Center,Yeli,Others,Jada,ADSJAD11,Unknown,eHA Polio,
Tumpa Clinic,"Fufera-Fulani, Song, Adamawa, Nigeria",10.00515461,12.43896961,Private Non Profit,Gudu Mboi,Others,Song,ADSSNG03,Unknown,eHA Polio,
Guriki Primary Health Center,"Gombi, Adamawa, Nigeria",10.07723839,12.73431743,Primary Health Center,Kilange Funa,State Primary Healthcare Development Agency,Song,ADSSNG04,Unknown,eHA Polio,
Muleng Primary Health Center,"Song, Adamawa, Nigeria",9.808875,12.72081333,Primary Health Center,Song Waje,Others,Song,ADSSNG08,Functional,eHA Polio,
Binyeri Health Center,"Mayo-Belwa, Adamawa, Nigeria",8.740300179,11.83794022,Primary Health Center,Binyeri,Others,Mayo-Belwa,ADSMWA02,Unknown,eHA Polio,
Gawalgu Health Post,"Jada, Adamawa, Nigeria",8.58923644,12.43717233,Dispensary,Leko,Others,Jada,ADSJAD06,Unknown,eHA Polio,
Gang Fada Health Center,"Gangfada, Mayo-Belwa, Adamawa, Nigeria",8.67722352,11.91107537,Primary Health Center,Gang Fada,Others,Mayo-Belwa,ADSMWA03,Functional,eHA Polio,
Nassarawo Koma Primary Health Center,"Jada, Adamawa, Nigeria",8.757734299,12.56724358,Primary Health Center,Koma 1,State Primary Healthcare Development Agency,Jada,ADSJAD04,Unknown,eHA Polio,
Dilwachira Primary Health Center,"Hong, Adamawa, Nigeria",10.20755907,13.10849656,Primary Health Center,Hoserezum,Others,Hong,ADSHNG07,Functional,eHA Polio,
Galasajo Health Post,"Zing, Taraba, Nigeria",8.78841628,11.83930166,Dispensary,Binyeri,Others,Mayo-Belwa,ADSMWA02,Unknown,eHA Polio,
Mijili Primary Health Care,"Mijili Primary Health Care, Mijili, Hong, Adamawa, Nigeria",10.34872165,12.97651824,Primary Health Center,Gaya-Sikalmi,Others,Hong,ADSHNG04,Unknown,eHA Polio,
Sikalmi Primary Health Care,"Hong, Adamawa, Nigeria",10.42297351,12.97426078,Primary Health Center,Gaya-Sikalmi,State Primary Healthcare Development Agency,Hong,ADSHNG04,Unknown,eHA Polio,
Gartsanu Health Clinic,"Hong, Adamawa, Nigeria",10.4134969,12.97735603,Primary Health Center,Gaya-Sikalmi,Others,Hong,ADSHNG04,Unknown,eHA Polio,
Bura Primary Health Care Center,"Lamja, Mayo-Belwa, Adamawa, Nigeria",8.911371231,12.00430107,Primary Health Center,Jereng,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA06,Unknown,eHA Polio,
Jereng Maternal and Child Health Clinic,"A13, Zinna, Mayo-Belwa, Adamawa, Nigeria",8.95991956,11.89502913,Primary Health Center,Jereng,Others,Mayo-Belwa,ADSMWA06,Unknown,eHA Polio,
Ganjin Primary Health Care,"Gwalasho, Shelleng, Adamawa, Nigeria",10.1378103,12.1874143,Primary Health Center,Yang,Others,Gombi,ADSGMB10,Functional,eHA Polio,
Gabun Maternity,"Gombi, Adamawa, Nigeria",10.18736167,12.37219333,Maternity Home,Gabon,Others,Gombi,ADSGMB04,Unknown,eHA Polio,
Mbela Health Clinic,"Mayo-Belwa, Adamawa, Nigeria",9.017490387,12.00953674,Primary Health Center,Yoffo,Others,Mayo-Belwa,ADSMWA12,Unknown,eHA Polio,
Yolde Gubudo Dispensary,"Maya Belwa, Mayo-Belwa, Adamawa, Nigeria",9.09679919,12.04730953,Dispensary,Ribadu,Others,Mayo-Belwa,ADSMWA10,Unknown,eHA Polio,
Kibang Health Post,"Mayo-Belwa, Adamawa, Nigeria",8.75046153,11.93912522,Dispensary,Tola,Others,Mayo-Belwa,ADSMWA11,Unknown,eHA Polio,
Bonga Health Clinic,"Gombi, Adamawa, Nigeria",10.13285682,12.39444373,Primary Health Center,Boga,Others,Gombi,ADSGMB01,Unknown,eHA Polio,
Hullere Health Post,"Yola South, Adamawa, Nigeria",9.296933174,12.40277004,Dispensary,Namtari,Others,Yola South,ADSYLA08,Unknown,eHA Polio,
Wuro Ardo Health Center,"Wuro Malam Musa, Demsa, Adamawa, Nigeria",9.29224681,12.13432166,Primary Health Center,Yolde Kohi,Others,Yola South,ADSYLA11,Unknown,eHA Polio,
Gorotoro Dispensary,"Guyuk, Adamawa, Nigeria",9.96775418,11.93377305,Dispensary,Bodeno,Others,Guyuk,ADSGUY03,Unknown,eHA Polio,
Lamza Maternal and Child Health Clinic,"Guyuk, Adamawa, Nigeria",9.841833333,11.88854833,Primary Health Center,Dukul,Others,Guyuk,ADSGUY05,Unknown,eHA Polio,
Dangir Primary Health Care,"Guyuk, Adamawa, Nigeria",9.748107033,11.92017741,Primary Health Center,Chikila,Others,Guyuk,ADSGUY04,Functional,eHA Polio,Pondewe Health Clinic
Wuro Hausa Health Clinic,"Yola, Yola North, Adamawa, Nigeria",9.206306458,12.50001621,Primary Health Center,Adarawo,Others,Yola South,ADSYLA01,Unknown,eHA Polio,
Sengere Health Post,"Yola North, Adamawa, Nigeria",9.29133773,12.34137077,Dispensary,Namtari,Others,Yola South,ADSYLA08,Unknown,eHA Polio,
Juaro Bappa Health Post,"Demsa, Adamawa, Nigeria",9.363108635,12.2001667,Dispensary,Yolde Kohi,Others,Yola South,ADSYLA11,Unknown,eHA Polio,
Lamido Aliyu Health Clinic,"Lamido Road, Yola, Yola North, Adamawa, Nigeria",9.2070224,12.486296,Primary Health Center,Toungo,Others,Yola South,ADSYLA10,Unknown,eHA Polio,
Bachure Primary Health Center,"Bargare, Palade, Yola South, Adamawa, 640221, Nigeria",9.243396759,12.4243784,Primary Health Center,Karewa,Others,Yola North,ADSYLN06,Unknown,eHA Polio,
Meddy Private Clinic,"Yola, Yola North, Adamawa, Nigeria",9.19839828,12.49203247,Private Non Profit,Toungo,Others,Yola South,ADSYLA10,Unknown,eHA Polio,
Guyuk Health Center,"Guyuk Health Facility, A4, Guyuk, Adamawa, Nigeria",9.906351667,11.92959833,Primary Health Center,Guyuk,Others,Guyuk,ADSGUY07,Unknown,eHA Polio,
Gwadabawa Health Clinic,"Jimeta, Girei, Adamawa, 640221, Nigeria",9.277492523,12.46298027,Primary Health Center,Gwadabawa,State Primary Healthcare Development Agency,Yola North,ADSYLN04,Unknown,eHA Polio,
Tambo Primary Health Care Center,"Girei, Adamawa, Nigeria",9.545413017,12.34811783,Primary Health Center,Tambo,Local Government Area,Girei,ADSGRE09,Unknown,eHA Polio,
Dasin Hausa Primary Health Center,"Yola - Gurin Federal Road, Wuro Ali, Fufore, Adamawa, Nigeria",9.26592893,12.64847474,Primary Health Center,Ribadu,Others,Fufore,ADSFUR08,Functional,eHA Polio,
Ribadu Primary Health Center,"Mbedawo, Fufore, Adamawa, Nigeria",9.29844292,12.70342255,Primary Health Center,Ribadu,Others,Fufore,ADSFUR08,Functional,eHA Polio,
Kamal Dispensary,"Lamurde Wamngo, Mubi North, Adamawa, Nigeria",10.25139,13.26269,Dispensary,Lamurde,Others,Mubi South,ADSGYL06,Unknown,eHA Polio,
Juppujam Maternity Clinic,"Sangasumi, Jada, Adamawa, Nigeria",8.460841,12.04613,Maternity Home,Ganye 2,Others,Ganye,ADSGAN04,Unknown,eHA Polio,
Tereh Health Clinic,"Demsa, Adamawa, Nigeria",9.25422,11.86717,Primary Health Center,Bille,Others,Demsa,ADSDSA01,Unknown,eHA Polio,
Gejembo Primary Health Center,"Demsa, Adamawa, Nigeria",9.309455,11.90454,Primary Health Center,Bille,Others,Demsa,ADSDSA01,Unknown,eHA Polio,
Mbumara Primary Health Care,"Kwo, Demsa, Adamawa, Nigeria",9.513535,12.24742,Primary Health Center,Borrong,Others,Demsa,ADSDSA02,Unknown,eHA Polio,
Borrong General Hospital,"Demsa, Adamawa, Nigeria",9.541571,12.17265,General Hospital,Borrong,Others,Demsa,ADSDSA02,Functional,eHA Polio,
Murgarang Primary Health Center,,9.457073,12.17434,Primary Health Center,Demsa,Others,Demsa,ADSDSA03,Unknown,eHA Polio,
Farai Health Post,"Farei, Demsa, Adamawa, Nigeria",9.44606,12.11575,Dispensary,Demsa,State Ministry of Health,Demsa,ADSDSA03,Unknown,eHA Polio,
Kodomin Primary Health Care,"kodomun comprehensive health clinic, Demsa, Adamawa, Nigeria",9.457898,12.21638,Primary Health Center,Demsa,Others,Demsa,ADSDSA03,Functional,eHA Polio,
Mararaban Bille Primary Health Center,"Demsa, Adamawa, Nigeria",9.362953,11.91005,Primary Health Center,Dong,Others,Demsa,ADSDSA05,Unknown,eHA Polio,
Lawaru Health Post,"Laweru, Demsa, Adamawa, Nigeria",9.405586,11.93685,Dispensary,Dong,Others,Demsa,ADSDSA05,Functional,eHA Polio,
Bolon Health Post,"bolon health, A4, Laweru, Demsa, Adamawa, Nigeria",9.411706,11.99454,Dispensary,Dong,Others,Demsa,ADSDSA05,Unknown,eHA Polio,
Dwam Maternal and Child Health Clinic,"Dwam Health Clinic, A345, Demsa, Adamawa, Nigeria",9.461795,12.08943,Primary Health Center,Dwam,Others,Demsa,ADSDSA06,Functional,eHA Polio,Dwam Primary Health Center
Sabon Gari Primary Health Care Center,"Demsa, Adamawa, Nigeria",9.43374,12.07526,Primary Health Center,Dwam,Others,Demsa,ADSDSA06,Functional,eHA Polio,Sabon Gari Health Clinic
Dem Primary Health Center,"A4, Mayo Lope, Numan, Adamawa, Nigeria",9.29555,11.72535,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Unknown,eHA Polio,
Bariki B Primary Health Care,"Mayo Lope, Numan, Adamawa, Nigeria",9.24825,11.68813,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Functional,eHA Polio,
Woryabi Memorial Clinic,"Demsa, Adamawa, Nigeria",9.498365,12.14283,Private Non Profit,Mbula,Others,Demsa,ADSDSA09,Unknown,eHA Polio,
Modibbo Hamman Adama Primary Health Care Clinic,"Jada, Adamawa, Nigeria",8.623489,12.15384,Primary Health Center,Bakari Goso,Others,Ganye,ADSGAN01,Unknown,eHA Polio,
Federal Government College Clinic,"A8, DasHEN, Jada, Adamawa, Nigeria",8.462312,12.05517,Educational Clinic,Ganye 2,Others,Ganye,ADSGAN04,Unknown,eHA Polio,
Dadiri Nwanjumi Primary Health Center,"Sangasumi, Jada, Adamawa, Nigeria",8.462362,12.05826,Primary Health Center,Ganye 2,Others,Ganye,ADSGAN04,Unknown,eHA Polio,
Gang Woki College Clinic,"College Clinic Gang Woki, A8, DasHEN, Jada, Adamawa, Nigeria",8.457133,12.08644,Educational Clinic,Ganye 2,Others,Ganye,ADSGAN04,Unknown,eHA Polio,
Datnubu Health Clinic,"Datnubu Health Clinic, Ganye, Adamawa, Nigeria",8.458365,11.88332,Primary Health Center,Gurumpawo,Others,Ganye,ADSGAN05,Unknown,eHA Polio,
Jaggu Primary Health Care Center,"Jaggu Primary Health Care Center, Ganye - Jimeta Federal Road, Jada, Adamawa, Nigeria",8.489351,12.19159,Primary Health Center,Jaggu,Others,Ganye,ADSGAN06,Unknown,eHA Polio,
Garamba Health Clinic,"Garamba Health Clinic, Ganye - Jimeta Federal Road, Ganye, Adamawa, Nigeria",8.432799,12.1216,Primary Health Center,Jaggu,Others,Ganye,ADSGAN06,Unknown,eHA Polio,
Dagera Health Post,"Dagera, Ganye, Adamawa, Nigeria",8.409333,12.02757,Dispensary,Sugu,National Primary Healthcare Development Agency,Ganye,ADSGAN08,Functional,eHA Polio,
Yelwa Primary Health Care Clinic,"Jada, Adamawa, Nigeria",8.498529,11.97873,Primary Health Center,Timdore,Others,Ganye,ADSGAN09,Unknown,eHA Polio,
Gidan Kowa Dispensary,"Ganye, Adamawa, Nigeria",8.480955,11.98398,Dispensary,Timdore,State Ministry of Health,Ganye,ADSGAN09,Unknown,eHA Polio,
Sansiri Health Clinic,"Ganye, Adamawa, Nigeria",8.443304,12.01187,Primary Health Center,Timdore,Others,Ganye,ADSGAN09,Functional,eHA Polio,
Timdore Health Clinic,"Ganye, Adamawa, Nigeria",8.535117,11.97873,Primary Health Center,Timdore,Others,Ganye,ADSGAN09,Unknown,eHA Polio,
Dayiri Chamba Health Clinic,"Dayiri, Ganye, Adamawa, Nigeria",8.511704,11.9403,Primary Health Center,Timdore,State Primary Healthcare Development Agency,Ganye,ADSGAN09,Unknown,eHA Polio,
Gangjonen Health Clinic,"Dayiri, Ganye, Adamawa, Nigeria",8.519714,11.92729,Primary Health Center,Timdore,Others,Ganye,ADSGAN09,Unknown,eHA Polio,
Gangmuel Health Post,"Ganye, Adamawa, Nigeria",8.559326,12.00177,Dispensary,Yebbi,Others,Ganye,ADSGAN10,Unknown,eHA Polio,
Jampuli Health Clinic,"Ganye, Adamawa, Nigeria",8.591032,11.94965,Primary Health Center,Yebbi,State Primary Healthcare Development Agency,Ganye,ADSGAN10,Unknown,eHA Polio,
